modul,einheit,zyklus,domaene,kennzahl,wert,art,quelle,hinweis
M302/M301,Paraguay,2025,sci,SE (aus 95-%-KI),2.04,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Paraguay,2025,sci,Rangspanne (alle),80–88,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Paraguay,2025,read,Mittelwert,352.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Paraguay,2025,read,SE (aus 95-%-KI),2.04,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Paraguay,2025,read,Rangspanne (alle),76–82,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Paraguay,2025,math,Mittelwert,333.7,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Paraguay,2025,math,SE (aus 95-%-KI),1.53,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Paraguay,2025,math,Rangspanne (alle),84–89,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Paraguay,2025,cps,Mittelwert,352.5,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Paraguay,2025,cps,SE (aus 95-%-KI),2.3,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Paraguay,2025,cps,Rangspanne (alle),81–84,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Paraguay,2025,sci,P10,256.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Paraguay,2025,sci,P25,297.7,OFFICIAL_STATLINK,Figure I.2.1,
M302,Paraguay,2025,sci,P50,349.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Paraguay,2025,sci,P75,407.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Paraguay,2025,sci,P90,463.7,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Paraguay,2025,sci,P90−P10,207.6,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Paraguay,2025,sci,unter Stufe 2 (%),75.6,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Paraguay,2025,sci,Stufe 5–6 (%),0.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Paraguay,2022→2025,sci,Veränderung (sig.),-13.1,OFFICIAL_STATLINK,Table I.2.6,
M302,Paraguay,2022→2025,read,Veränderung (sig.),-20.9,OFFICIAL_STATLINK,Table I.2.6,
M302,Paraguay,2022→2025,math,Veränderung (n. s.),-3.8,OFFICIAL_STATLINK,Table I.2.6,
M302,Paraguay,10 Jahre,sci,Dezennaltrend (n. s.),-2.4,OFFICIAL_STATLINK,Table I.2.9,
M302,Paraguay,10 Jahre,read,Dezennaltrend (sig.),-23.1,OFFICIAL_STATLINK,Table I.2.9,
M302,Paraguay,10 Jahre,math,Dezennaltrend (n. s.),11.7,OFFICIAL_STATLINK,Table I.2.9,
M302/M301,Kurdistan Region (Iraq),2025,sci,Mittelwert,352.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Kurdistan Region (Iraq),2025,sci,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Kurdistan Region (Iraq),2025,sci,Rangspanne (alle),81–88,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Kurdistan Region (Iraq),2025,read,Mittelwert,311.5,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Kurdistan Region (Iraq),2025,read,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Kurdistan Region (Iraq),2025,read,Rangspanne (alle),86–89,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Kurdistan Region (Iraq),2025,math,Mittelwert,338.8,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Kurdistan Region (Iraq),2025,math,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Kurdistan Region (Iraq),2025,math,Rangspanne (alle),83–88,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Kurdistan Region (Iraq),2025,sci,P10,270.0,OFFICIAL_STATLINK,Figure I.2.1,
M302,Kurdistan Region (Iraq),2025,sci,P25,307.3,OFFICIAL_STATLINK,Figure I.2.1,
M302,Kurdistan Region (Iraq),2025,sci,P50,350.7,OFFICIAL_STATLINK,Figure I.2.1,
M302,Kurdistan Region (Iraq),2025,sci,P75,395.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Kurdistan Region (Iraq),2025,sci,P90,437.2,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Kurdistan Region (Iraq),2025,sci,P90−P10,167.2,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Kurdistan Region (Iraq),2025,sci,unter Stufe 2 (%),81.2,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Kurdistan Region (Iraq),2025,sci,Stufe 5–6 (%),0.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302/M301,Guatemala,2025,sci,Mittelwert,351.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Guatemala,2025,sci,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Guatemala,2025,sci,Rangspanne (alle),81–88,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Guatemala,2025,read,Mittelwert,337.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Guatemala,2025,read,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Guatemala,2025,read,Rangspanne (alle),81–86,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Guatemala,2025,math,Mittelwert,334.3,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Guatemala,2025,math,SE (aus 95-%-KI),1.79,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Guatemala,2025,math,Rangspanne (alle),84–89,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Guatemala,2025,cps,Mittelwert,369.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Guatemala,2025,cps,SE (aus 95-%-KI),3.32,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Guatemala,2025,cps,Rangspanne (alle),78–82,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Guatemala,2025,sci,P10,261.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Guatemala,2025,sci,P25,299.6,OFFICIAL_STATLINK,Figure I.2.1,
M302,Guatemala,2025,sci,P50,345.5,OFFICIAL_STATLINK,Figure I.2.1,
M302,Guatemala,2025,sci,P75,398.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Guatemala,2025,sci,P90,449.8,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Guatemala,2025,sci,P90−P10,188.6,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Guatemala,2025,sci,unter Stufe 2 (%),79.2,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Guatemala,2025,sci,Stufe 5–6 (%),0.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302,Guatemala,2022→2025,sci,Veränderung (sig.),-21.7,OFFICIAL_STATLINK,Table I.2.6,
M302,Guatemala,2022→2025,read,Veränderung (sig.),-37.0,OFFICIAL_STATLINK,Table I.2.6,
M302,Guatemala,2022→2025,math,Veränderung (sig.),-9.9,OFFICIAL_STATLINK,Table I.2.6,
M302,Guatemala,10 Jahre,sci,Dezennaltrend (sig.),-17.4,OFFICIAL_STATLINK,Table I.2.9,
M302,Guatemala,10 Jahre,read,Dezennaltrend (sig.),-42.1,OFFICIAL_STATLINK,Table I.2.9,
M302,Guatemala,10 Jahre,math,Dezennaltrend (n. s.),1.3,OFFICIAL_STATLINK,Table I.2.9,
M302/M301,Zambia,2025,sci,Mittelwert,337.0,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Zambia,2025,sci,SE (aus 95-%-KI),10.97,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Zambia,2025,sci,Rangspanne (alle),80–91,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Zambia,2025,read,Mittelwert,324.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Zambia,2025,read,SE (aus 95-%-KI),8.16,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Zambia,2025,read,Rangspanne (alle),81–89,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Zambia,2025,math,Mittelwert,313.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Zambia,2025,math,SE (aus 95-%-KI),9.44,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Zambia,2025,math,Rangspanne (alle),86–90,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Zambia,2025,sci,P10,213.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Zambia,2025,sci,P25,255.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Zambia,2025,sci,P50,316.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Zambia,2025,sci,P75,409.4,OFFICIAL_STATLINK,Figure I.2.1,
M302,Zambia,2025,sci,P90,497.4,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Zambia,2025,sci,P90−P10,283.5,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Zambia,2025,sci,unter Stufe 2 (%),75.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Zambia,2025,sci,Stufe 5–6 (%),0.1,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302/M301,Kenya,2025,sci,Mittelwert,334.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Kenya,2025,sci,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Kenya,2025,sci,Rangspanne (alle),88–90,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Kenya,2025,read,Mittelwert,320.2,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Kenya,2025,read,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Kenya,2025,read,Rangspanne (alle),85–89,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Kenya,2025,math,Mittelwert,325.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Kenya,2025,math,SE (aus 95-%-KI),2.55,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Kenya,2025,math,Rangspanne (alle),86–89,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Kenya,2025,cps,Mittelwert,277.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Kenya,2025,cps,SE (aus 95-%-KI),3.57,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Kenya,2025,cps,Rangspanne (alle),85–85,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Kenya,2025,sci,P10,243.2,OFFICIAL_STATLINK,Figure I.2.1,
M302,Kenya,2025,sci,P25,280.7,OFFICIAL_STATLINK,Figure I.2.1,
M302,Kenya,2025,sci,P50,328.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Kenya,2025,sci,P75,380.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Kenya,2025,sci,P90,437.6,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Kenya,2025,sci,P90−P10,194.4,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Kenya,2025,sci,unter Stufe 2 (%),84.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Kenya,2025,sci,Stufe 5–6 (%),0.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302/M301,Dushanbe (Tajikistan),2025,sci,Mittelwert,333.8,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Dushanbe (Tajikistan),2025,sci,SE (aus 95-%-KI),1.53,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Dushanbe (Tajikistan),2025,sci,Rangspanne (alle),88–90,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Dushanbe (Tajikistan),2025,read,Mittelwert,368.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Dushanbe (Tajikistan),2025,read,SE (aus 95-%-KI),1.02,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Dushanbe (Tajikistan),2025,read,Rangspanne (alle),69–75,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Dushanbe (Tajikistan),2025,math,Mittelwert,382.1,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Dushanbe (Tajikistan),2025,math,SE (aus 95-%-KI),1.02,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Dushanbe (Tajikistan),2025,math,Rangspanne (alle),63–73,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Dushanbe (Tajikistan),2025,sci,P10,257.8,OFFICIAL_STATLINK,Figure I.2.1,
M302,Dushanbe (Tajikistan),2025,sci,P25,289.4,OFFICIAL_STATLINK,Figure I.2.1,
M302,Dushanbe (Tajikistan),2025,sci,P50,327.5,OFFICIAL_STATLINK,Figure I.2.1,
M302,Dushanbe (Tajikistan),2025,sci,P75,370.6,OFFICIAL_STATLINK,Figure I.2.1,
M302,Dushanbe (Tajikistan),2025,sci,P90,418.4,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Dushanbe (Tajikistan),2025,sci,P90−P10,160.6,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Dushanbe (Tajikistan),2025,sci,unter Stufe 2 (%),88.2,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Dushanbe (Tajikistan),2025,sci,Stufe 5–6 (%),0.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M302/M301,Rwanda,2025,sci,Mittelwert,317.3,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Rwanda,2025,sci,SE (aus 95-%-KI),3.57,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Rwanda,2025,sci,Rangspanne (alle),90–91,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Rwanda,2025,read,Mittelwert,300.9,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Rwanda,2025,read,SE (aus 95-%-KI),2.04,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Rwanda,2025,read,Rangspanne (alle),89–90,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302/M301,Rwanda,2025,math,Mittelwert,311.6,OFFICIAL_STATLINK,StatLink xgs41b Table I.2.o3–o6,
M302/M301,Rwanda,2025,math,SE (aus 95-%-KI),3.06,DERIVED_CI,"KI-Breite/(2·1,96)",
M302,Rwanda,2025,math,Rangspanne (alle),89–90,OFFICIAL_STATLINK,Table I.2.o3–o6,
M302,Rwanda,2025,sci,P10,234.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Rwanda,2025,sci,P25,264.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Rwanda,2025,sci,P50,302.5,OFFICIAL_STATLINK,Figure I.2.1,
M302,Rwanda,2025,sci,P75,355.1,OFFICIAL_STATLINK,Figure I.2.1,
M302,Rwanda,2025,sci,P90,428.3,OFFICIAL_STATLINK,Figure I.2.1,
M302/M301,Rwanda,2025,sci,P90−P10,194.1,DERIVED_OFFICIAL,"Figure I.2.1, Differenz",
M302/M301,Rwanda,2025,sci,unter Stufe 2 (%),87.2,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen <1b–1a",
M302/M301,Rwanda,2025,sci,Stufe 5–6 (%),0.0,DERIVED_OFFICIAL,"Figure I.2.3, Summe Stufen 5–6",
M300,—,—,—,FACT_PISA25_RELEASE,"Die OECD hat PISA 2025 Band I ('Future-Ready Students') am 08.09.2026 um 09:30 MESZ veröffentlicht: Ergebnisse für Naturwissenschaften, Math",OFFICIAL_COUNTRYNOTE,SRC_OECD_PISA25_VOL1,CONFIRMED · Konf. 0.95
M300,—,—,—,FACT_PISA25_PARTICIPATION,"91 Staaten/Volkswirtschaften, rund 760.000 Schüler:innen; in Deutschland ~6.700 Schüler:innen an ~250 Schulen (März–Mai 2025); nationale Pro",OFFICIAL_COUNTRYNOTE,SRC_ZIB_WAXMANN,CONFIRMED · Konf. 0.88
M300,—,—,—,FACT_PISA25_FRAMEWORK,PISA 2025: Hauptdomäne Naturwissenschaften mit erweiterter Rahmenkonzeption ('Agency in the Anthropocene'); neue Domäne 'Learning in the Dig,OFFICIAL_COUNTRYNOTE,SRC_OECD_PISA25_FRAMEWORK,CONFIRMED · Konf. 0.92
M300,—,—,—,FACT_DEU_SCORES_2025,"Deutschland PISA 2025: Naturwissenschaften 486, Lesen 465, Mathematik 464 Punkte — in allen drei Domänen der niedrigste je gemessene Wert.",OFFICIAL_COUNTRYNOTE,SRC_OECD_LAENDERNOTIZ_DE,CONFIRMED · Konf. 0.95
M300,—,—,—,FACT_OECD_SCORES_2025,"OECD-Durchschnitt 2025: Naturwissenschaften 482, Lesen 461, Mathematik 463. Über 35 OECD-Länder fiel Lesen um ~14 und Mathematik um ~9 Punkt",OFFICIAL_COUNTRYNOTE,SRC_OECD_PRESS_2026,CONFIRMED · Konf. 0.9
M300,—,—,—,FACT_DEU_SCORES_2022,"Baseline PISA 2022 Deutschland: Mathematik 475, Lesen 480, Naturwissenschaften 492 (OECD: 472 / 476 / 485).",OFFICIAL_COUNTRYNOTE,SRC_OECD_PISA22_VOL1,CONFIRMED · Konf. 0.95
M300,—,—,—,FACT_DEU_DELTA_2022_2025,"Veränderung Deutschland 2022→2025: Lesen −15, Mathematik −11, Naturwissenschaften −6 Punkte.",OFFICIAL_COUNTRYNOTE,SRC_OECD_LAENDERNOTIZ_DE,CONFIRMED · Konf. 0.9
M300,—,—,—,FACT_DEU_LOW_PERFORMERS_2025,"Risikogruppe (unter Kompetenzstufe 2) Deutschland 2025: Mathematik 34 %, Lesen 32 %, Naturwissenschaften 27 %.",OFFICIAL_COUNTRYNOTE,SRC_OECD_LAENDERNOTIZ_DE,CONFIRMED · Konf. 0.9
M300,—,—,—,FACT_DEU_TOP_PERFORMERS_2025,"Spitzengruppe (Stufe 5/6) Deutschland 2025: Naturwissenschaften 9 %, Mathematik 8 %, Lesen 7 %.",OFFICIAL_COUNTRYNOTE,SRC_SCHULPORTAL_TOP10,CONFIRMED · Konf. 0.85
M300,—,—,—,FACT_DEU_SCHOOLTYPE_GAP_2025,Institutionelle Segregation 2025 (Anteil unter Stufe 2): Mathematik 6 % (Gymnasium) vs. 47 % (nicht-gymnasial); Lesen 5 % vs. 43 %.,OFFICIAL_COUNTRYNOTE,SRC_SCHULPORTAL_TOP10,CONFIRMED · Konf. 0.85
M300,—,—,—,FACT_DEU_SCHOOLTYPE_SCIENCE_UNVERIFIED,Chat-Angabe: Naturwissenschafts-Risiko 3 % (Gymnasium) vs. 37 % (nicht-gymnasial).,USER_PROVIDED,SRC_RESEARCH_CHAT,USER_PROVIDED · Konf. 0.5
M300,—,—,—,FACT_DEU_ESCS_2025,Sozioökonomischer Status erklärt in Deutschland 19 % der Varianz der naturwissenschaftlichen Leistung (OECD: 12 %). Leistungsabstand begünst,OFFICIAL_COUNTRYNOTE,SRC_OECD_LAENDERNOTIZ_DE,CONFIRMED · Konf. 0.9
M300,—,—,—,FACT_CHAT_111_GAP_DISCREPANT,Chat-Angabe: '111 Punkte Kluft zwischen oberstem und unterstem Quartil' als PISA-2025-Ergebnis.,DISCREPANT,SRC_RESEARCH_CHAT,DISCREPANT · Konf. 0.3
M300,—,—,—,FACT_DEU_BULLYING_2025,31 % der Schüler:innen in Deutschland berichten Mobbing mindestens einige Male pro Monat (OECD: 20 %); 5 % sind häufig betroffen (OECD: 3 %),OFFICIAL_COUNTRYNOTE,SRC_OECD_LAENDERNOTIZ_DE,CONFIRMED · Konf. 0.85
M300,—,—,—,FACT_HASTY_READERS_2025,"Anteil 'flüchtiger Leser:innen' (schnelle, falsche Antworten) stieg im OECD-Mittel von ~7 % (2018) auf 11 % (2025); Zunahme hastiger Antwort",OFFICIAL_COUNTRYNOTE,SRC_OECD_PISA25_VOL1,CONFIRMED · Konf. 0.85
M300,—,—,—,FACT_AI_USE_2025,"50,2 % der Schüler:innen in Deutschland nutzen mindestens wöchentlich KI zur Lernunterstützung (OECD: 45,5 %). KI-Nutzung für schulische Auf",OFFICIAL_COUNTRYNOTE,SRC_HEISE_PISA25,CONFIRMED · Konf. 0.8
M300,—,—,—,FACT_CPS_2025,Computergestütztes Problemlösen (LDW-Komponente) 2025: Deutschland 498 Punkte (OECD: 500); 53 % schneiden besser ab als aufgrund der NaWi-Le,OFFICIAL_COUNTRYNOTE,SRC_OECD_COUNTRY_NOTE_EN,CONFIRMED · Konf. 0.85
M300,—,—,—,FACT_PISA_METHOD_IRT,"PISA skaliert mit Item-Response-Theorie (Rasch/2PL-Hybrid seit 2015), berichtet Plausible Values (10 je Domäne) und nutzt seit 2018 (Lesen) ",OFFICIAL_COUNTRYNOTE,SRC_OECD_TECH_REPORT,CONFIRMED · Konf. 0.92
M300,—,—,—,FACT_PISA_PV_NOT_INDIVIDUAL,Plausible Values sind Ziehungen aus der Posterior-Verteilung und für Populations-/Gruppenschätzungen konstruiert — sie sind ausdrücklich NIC,OFFICIAL_COUNTRYNOTE,SRC_OECD_TECH_REPORT,CONFIRMED · Konf. 0.95
M300,—,—,—,FACT_PISA_PROFICIENCY_LEVELS,Kriterienorientierte Kompetenzstufen (1c–6) mit Can-Do-Deskriptoren; Stufe 2 gilt als Basisniveau für gesellschaftliche Teilhabe (UN-SDG-4-I,OFFICIAL_COUNTRYNOTE,SRC_OECD_PISA25_VOL1,CONFIRMED · Konf. 0.95
M300,—,—,—,FACT_PISA_LOGDATA,"PISA erhebt Prozess-/Logdaten (Antwortzeiten, Navigation); daraus werden u. a. 'hasty responses' (schnell & falsch) und Persistenz-Indikator",OFFICIAL_COUNTRYNOTE,SRC_OECD_PISA25_VOL1,CONFIRMED · Konf. 0.85
M300,—,—,—,FACT_DCM_EXTENSION,"Kognitive Diagnosemodelle (DCM, z. B. DINA mit Q-Matrix) sind Sekundäranalyse-Methoden der psychometrischen Forschung, KEIN Bestandteil der ",OFFICIAL_COUNTRYNOTE,SRC_DCM_LITERATURE,CONFIRMED · Konf. 0.8
M300,—,—,—,FACT_PISA4SCHOOLS,'PISA for Schools' (PISA-based Test for Schools) liefert schulbezogene Ergebnisse auf der PISA-Skala für Einzelschulen — Diagnostik auf Koho,OFFICIAL_COUNTRYNOTE,SRC_OECD_PISA4SCHOOLS,CONFIRMED · Konf. 0.85
M300,—,—,—,FACT_INFE_STRUCTURE,"OECD/INFE-Finanzkompetenz (Toolkit 2022): Knowledge 0–7, Behaviour 0–9, Attitudes 1–5; Summe 1–21, im 2023-Report auf 0–100 reskaliert; Mind",OFFICIAL_COUNTRYNOTE,SRC_OECD_INFE_2023,CONFIRMED · Konf. 0.9
M300,—,—,—,FACT_INFE_DE_2023,"OECD/INFE 2023 (39 Volkswirtschaften, 20 OECD): Deutschland Gesamtscore 76/100 (Spitzengruppe); Finanzwissen DE 85, Hongkong 91, Estland 78;",OFFICIAL_COUNTRYNOTE,SRC_OECD_INFE_2023,CONFIRMED · Konf. 0.85
M300,—,—,—,FACT_AI_ACT_EDU,EU-KI-Verordnung: KI-Systeme zur Bewertung von Lernergebnissen bzw. zur Steuerung des Lernprozesses sind Hochrisiko (Anhang III Nr. 3). Der ,OFFICIAL_COUNTRYNOTE,SRC_EU_AI_ACT_OMNIBUS,CONFIRMED · Konf. 0.9
M300,—,—,—,FACT_GDPR_PROFILING,"DSGVO: Profiling Minderjähriger unterliegt Art. 8 (Einwilligungsalter 16 in DE), Art. 22 (automatisierte Einzelentscheidung), Art. 35 (DSFA ",OFFICIAL_COUNTRYNOTE,SRC_DSGVO,CONFIRMED · Konf. 0.92
M300,—,—,—,FACT_NO_ADVICE_FRAME,"Finanzbildungsinhalte sind von Anlage-, Rechts- und Steuerberatung (WpIG/WpHG, RDG, StBerG, FinDAG) abzugrenzen; keine Produktempfehlung, ke",OFFICIAL_COUNTRYNOTE,SRC_DE_FINREG,CONFIRMED · Konf. 0.9
M300,—,—,—,FACT_MTSS_UDL,"Multi-Tiered System of Supports (MTSS/RTI: Tier 1 universell, Tier 2 Kleingruppe, Tier 3 Einzelintervention) und Universal Design for Learni",OFFICIAL_COUNTRYNOTE,SRC_MTSS_CAST,CONFIRMED · Konf. 0.85
M300,—,—,—,FACT_SOCRATIC_AI,"'KI-Paradoxon' und 'kognitives Bypassing': Die PISA-Korrelation (KI-Nutzung für Aufgaben ↔ schlechtere Leistung, außer bei angeleiteter Inte",SCENARIO,SRC_RESEARCH_CHAT,INTERPRETATION · Konf. 0.6
M300,—,—,—,FACT_SCHOOLYEAR_HEURISTIC,Heuristik '~20 PISA-Punkte ≈ ein Schuljahr' → −15 Punkte Lesen ≈ ¾ Schuljahr.,SCENARIO,SRC_RESEARCH_CHAT,INTERPRETATION · Konf. 0.5
M300,—,—,—,FACT_HYPERIND_MODEL,"Hyperindividualisierungs-Modell mit Kompetenz-Vektor (θ_math, θ_read, θ_cps, Telemetrie, INFE-K/B/A) auf drei Ebenen (A Einzelperson, B Unte",SCENARIO,SRC_SCENARIO,SCENARIO_PROJECTION · Konf. 0.4
M300,—,—,—,FACT_DCM_DEMO,"DINA-Demonstrator: 4 Attribute × 8 Items, Q-Matrix und Parameter (slip 0,10 / guess 0,20) frei gewählt zur Veranschaulichung der Posterior-B",SCENARIO,SRC_SCENARIO,SCENARIO_PROJECTION · Konf. 0.4
M301,alle,2022,alle,SE (Näherung = SE 2025),—,EST,—,2022-SE nicht publiziert
M301,alle,2022→2025,alle,Linking Error,3.0,EST,—,"Voreinstellung, Regler 0–8"
M302 (Karte),Australia,2012,math,Mittelwert,504,SECONDARY_OECDSTAT,"OECD.Stat-Extrakt 2003–2015 (Mirror kirenz/datasets, CC BY)",
M302 (Karte),Australia,2012,read,Mittelwert,512,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M302 (Karte),Australia,2012,sci,Mittelwert,521,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
M302 (Karte),Australia,2015,math,Mittelwert,494,SECONDARY_OECDSTAT,"OECD.Stat-Extrakt 2003–2015 (Mirror kirenz/datasets, CC BY)",
M302 (Karte),Australia,2015,read,Mittelwert,503,COMPUTED_MICRODATA,"OECD-Mikrodaten (Public Use Files 2012/2015/2018/2022), aufbereitet in kevinwang09/learningtower; gewichteter Mittelwert (W_FSTUWT) eines Plausible Value je Domäne",
